EMPRESA_JUNIOR,FEDERACAO,TEMPO_MEDIO_DIAS,META_participacao_eventos,META_Impacto,MES,FATURAMENTO,PROJETOS,N_ACOES_COMPARTILHADAS,ESTADO,CIDADE,MEMBROS
Renova Jr.,FEJERS,NaN,60,8,2,0,0,0,RS,Porto Alegre,3
Renova Jr.,FEJERS,NaN,60,8,3,0,0,0,RS,Porto Alegre,3
Renova Jr.,FEJERS,NaN,60,8,4,0,0,0,RS,Porto Alegre,3
Co.De - Comunicação e Design Jr ESPM-Sul,FEJERS,NaN,0,0,1,0,0,0,RS,Porto Alegre,3
Co.De - Comunicação e Design Jr ESPM-Sul,FEJERS,NaN,0,0,2,0,0,0,RS,Porto Alegre,3
Co.De - Comunicação e Design Jr ESPM-Sul,FEJERS,NaN,0,0,3,0,0,0,RS,Porto Alegre,3
Co.De - Comunicação e Design Jr ESPM-Sul,FEJERS,NaN,0,0,4,0,0,0,RS,Porto Alegre,3
COPLAF,FEJEPAR,30,80,10,1,0,0,0,PR,Curitiba,15
COPLAF,FEJEPAR,30,80,10,2,895,1,0,PR,Curitiba,15
COPLAF,FEJEPAR,30,80,10,3,0,0,0,PR,Curitiba,15
COPLAF,FEJEPAR,30,80,10,4,0,0,0,PR,Curitiba,15
Pró Engenharia Jr,FEJESC,10,80,1,1,0,0,0,SC,Lages,8
Pró Engenharia Jr,FEJESC,10,80,1,2,0,0,0,SC,Lages,8
Pró Engenharia Jr,FEJESC,10,80,1,3,0,0,0,SC,Lages,8
Pró Engenharia Jr,FEJESC,10,80,1,4,1100,2,0,SC,Lages,8
Qualimentos Júnior,FEJESP,13.94,48,100,1,480,4,0,SP,Pirassununga,43
Qualimentos Júnior,FEJESP,13.94,48,100,2,16550,8,0,SP,Pirassununga,43
Qualimentos Júnior,FEJESP,13.94,48,100,3,1860,4,1,SP,Pirassununga,43
Qualimentos Júnior,FEJESP,13.94,48,100,4,0,0,0,SP,Pirassununga,43
GEIA Jr.,FEJEMG,60,85,17,1,0,0,0,MG,Itajubá,23
GEIA Jr.,FEJEMG,60,85,17,2,4500,1,0,MG,Itajubá,23
GEIA Jr.,FEJEMG,60,85,17,3,0,0,0,MG,Itajubá,23
GEIA Jr.,FEJEMG,60,85,17,4,0,0,0,MG,Itajubá,23
Pilares Engenharia Júnior,RN Júnior,27.5,44,8,1,8806,5,0,RN,Caraúbas,25
Pilares Engenharia Júnior,RN Júnior,27.5,44,8,2,1900,2,0,RN,Caraúbas,25
Pilares Engenharia Júnior,RN Júnior,27.5,44,8,3,1000,1,0,RN,Caraúbas,25
Pilares Engenharia Júnior,RN Júnior,27.5,44,8,4,0,0,0,RN,Caraúbas,25
Midas Consultoria Júnior ,RioJunior,NaN,0,0,1,0,0,0,RJ,Campos dos Goytacazes,8
Midas Consultoria Júnior ,RioJunior,NaN,0,0,2,0,0,0,RJ,Campos dos Goytacazes,8
Midas Consultoria Júnior ,RioJunior,NaN,0,0,3,0,0,0,RJ,Campos dos Goytacazes,8
Midas Consultoria Júnior ,RioJunior,NaN,0,0,4,0,0,0,RJ,Campos dos Goytacazes,8
Voluta Soluções Digitais,FEJEMG,40.5,52,3,1,0,0,0,MG,Ouro Preto,15
Voluta Soluções Digitais,FEJEMG,40.5,52,3,2,2584,2,0,MG,Ouro Preto,15
Voluta Soluções Digitais,FEJEMG,40.5,52,3,3,0,0,0,MG,Ouro Preto,15
Voluta Soluções Digitais,FEJEMG,40.5,52,3,4,0,0,0,MG,Ouro Preto,15
Autojun,FEJESC,NaN,60,4,1,0,0,0,SC,Florianópolis,12
Autojun,FEJESC,NaN,60,4,2,0,0,0,SC,Florianópolis,12
Autojun,FEJESC,NaN,60,4,3,0,0,0,SC,Florianópolis,12
Autojun,FEJESC,NaN,60,4,4,0,0,0,SC,Florianópolis,12
Agronômica: Consultoria e Projetos Agropecuários,FEJECE,25,75,9,1,2378.29,6,0,CE,Fortaleza,19
Agronômica: Consultoria e Projetos Agropecuários,FEJECE,25,75,9,2,363.53,1,0,CE,Fortaleza,19
Agronômica: Consultoria e Projetos Agropecuários,FEJECE,25,75,9,3,400,1,0,CE,Fortaleza,19
Agronômica: Consultoria e Projetos Agropecuários,FEJECE,25,75,9,4,425,1,0,CE,Fortaleza,19
Faísca Design Júnior,FEJERS,24.4,80,19,1,6410.18,5,0,RS,Porto Alegre,22
Faísca Design Júnior,FEJERS,24.4,80,19,2,1200,3,0,RS,Porto Alegre,22
Faísca Design Júnior,FEJERS,24.4,80,19,3,1530,2,0,RS,Porto Alegre,22
Faísca Design Júnior,FEJERS,24.4,80,19,4,0,0,0,RS,Porto Alegre,22
i9 CONSULTORIA,FEJESC,19,33,21,1,0,0,0,SC,Florianópolis,11
i9 CONSULTORIA,FEJESC,19,33,21,2,500,1,0,SC,Florianópolis,11
i9 CONSULTORIA,FEJESC,19,33,21,3,180,1,0,SC,Florianópolis,11
i9 CONSULTORIA,FEJESC,19,33,21,4,6630,4,0,SC,Florianópolis,11
EMC,FEJESP,76.67,40,1,1,0,0,0,SP,Campinas,29
EMC,FEJESP,76.67,40,1,2,25000,1,0,SP,Campinas,29
EMC,FEJESP,76.67,40,1,3,0,0,0,SP,Campinas,29
EMC,FEJESP,76.67,40,1,4,1400,2,1,SP,Campinas,29
Hidros Consultoria,RioJunior,23.5,50,36,1,3328,3,0,RJ,Rio de Janeiro,52
Hidros Consultoria,RioJunior,23.5,50,36,2,5119,4,0,RJ,Rio de Janeiro,52
Hidros Consultoria,RioJunior,23.5,50,36,3,64605.97,7,0,RJ,Rio de Janeiro,52
Hidros Consultoria,RioJunior,23.5,50,36,4,7326,4,1,RJ,Rio de Janeiro,52
Seres Jr. - Inovações em Medicina veterinária,FEMTEJ,NaN,100,1,1,0,0,0,MT,Sinop,13
Seres Jr. - Inovações em Medicina veterinária,FEMTEJ,NaN,100,1,2,0,0,0,MT,Sinop,13
Seres Jr. - Inovações em Medicina veterinária,FEMTEJ,NaN,100,1,3,0,0,0,MT,Sinop,13
Seres Jr. - Inovações em Medicina veterinária,FEMTEJ,NaN,100,1,4,0,0,0,MT,Sinop,13
Habitat Consultoria Ambiental,FEJEPAR,15.83,33,20,1,780,1,0,PR,Campo Mourão,15
Habitat Consultoria Ambiental,FEJEPAR,15.83,33,20,2,0,0,0,PR,Campo Mourão,15
Habitat Consultoria Ambiental,FEJEPAR,15.83,33,20,3,3185,5,0,PR,Campo Mourão,15
Habitat Consultoria Ambiental,FEJEPAR,15.83,33,20,4,0,0,1,PR,Campo Mourão,15
Milênio Júnior,Juniores,NaN,35,1,1,0,0,0,ES,Vila Velha,3
Milênio Júnior,Juniores,NaN,35,1,2,0,0,0,ES,Vila Velha,3
Milênio Júnior,Juniores,NaN,35,1,3,0,0,0,ES,Vila Velha,3
Milênio Júnior,Juniores,NaN,35,1,4,0,0,0,ES,Vila Velha,3
Seed a Bit Tecnologia,FEJEPE,NaN,80,4,1,0,0,0,PE,Recife,19
Seed a Bit Tecnologia,FEJEPE,NaN,80,4,2,0,0,0,PE,Recife,19
Seed a Bit Tecnologia,FEJEPE,NaN,80,4,3,0,0,0,PE,Recife,19
Seed a Bit Tecnologia,FEJEPE,NaN,80,4,4,0,0,0,PE,Recife,19
CONSTRUFT,Tocantins Júnior,NaN,0,0,1,0,0,0,TO,,10
CONSTRUFT,Tocantins Júnior,NaN,0,0,2,0,0,0,TO,,10
CONSTRUFT,Tocantins Júnior,NaN,0,0,3,0,0,0,TO,,10
CONSTRUFT,Tocantins Júnior,NaN,0,0,4,0,0,0,TO,,10
Excelência Jr,SERJÚNIOR,7,80,8,1,0,0,0,SE,São Cristóvão,10
Excelência Jr,SERJÚNIOR,7,80,8,2,5000,4,0,SE,São Cristóvão,10
Excelência Jr,SERJÚNIOR,7,80,8,3,0,0,0,SE,São Cristóvão,10
Excelência Jr,SERJÚNIOR,7,80,8,4,0,0,0,SE,São Cristóvão,10
Júnior Design,FEJEPAR,24.67,90,20,1,0,0,0,PR,Curitiba,41
Júnior Design,FEJEPAR,24.67,90,20,2,0,0,0,PR,Curitiba,41
Júnior Design,FEJEPAR,24.67,90,20,3,1050,1,1,PR,Curitiba,41
Júnior Design,FEJEPAR,24.67,90,20,4,4100,2,2,PR,Curitiba,41
EfloPI Jr,Piauí Júnior,1,33,1,1,0,0,0,PI,Bom Jesus,14
EfloPI Jr,Piauí Júnior,1,33,1,2,300,2,0,PI,Bom Jesus,14
EfloPI Jr,Piauí Júnior,1,33,1,3,0,0,0,PI,Bom Jesus,14
EfloPI Jr,Piauí Júnior,1,33,1,4,0,0,0,PI,Bom Jesus,14
Zetta Júnior,Juniores,68.25,80,14,1,29200,4,0,ES,São Mateus,17
Zetta Júnior,Juniores,68.25,80,14,2,0,0,0,ES,São Mateus,17
Zetta Júnior,Juniores,68.25,80,14,3,0,0,0,ES,São Mateus,17
Zetta Júnior,Juniores,68.25,80,14,4,0,0,0,ES,São Mateus,17
PontesJud Consultoria,FEJEA,N/A,0,0,1,0,0,0,AL,Maceió,11
PontesJud Consultoria,FEJEA,N/A,0,0,2,0,0,0,AL,Maceió,11
PontesJud Consultoria,FEJEA,N/A,0,0,3,0,0,0,AL,Maceió,11
PontesJud Consultoria,FEJEA,N/A,0,0,4,0,0,0,AL,Maceió,11
EngNet Consultoria,Concentro,35,60,3,1,4462.55,2,0,DF,Brasília,11
EngNet Consultoria,Concentro,35,60,3,2,229.57,1,0,DF,Brasília,11
EngNet Consultoria,Concentro,35,60,3,3,11500,5,3,DF,Brasília,11
EngNet Consultoria,Concentro,35,60,3,4,200,1,0,DF,Brasília,11
Massarani Consultoria Júnior em Engenharia Química,FEJEPAR,30.5,67,1,1,0,0,0,PR,Toledo,14
Massarani Consultoria Júnior em Engenharia Química,FEJEPAR,30.5,67,1,2,789,2,0,PR,Toledo,14
Massarani Consultoria Júnior em Engenharia Química,FEJEPAR,30.5,67,1,3,0,0,0,PR,Toledo,14
Massarani Consultoria Júnior em Engenharia Química,FEJEPAR,30.5,67,1,4,0,0,0,PR,Toledo,14
COLTECH,Baré Júnior,15.5,90,13,1,1100,1,0,AM,Manaus,14
COLTECH,Baré Júnior,15.5,90,13,2,0,0,0,AM,Manaus,14
COLTECH,Baré Júnior,15.5,90,13,3,500,1,0,AM,Manaus,14
COLTECH,Baré Júnior,15.5,90,13,4,0,0,0,AM,Manaus,14
IN Junior,RioJunior,NaN,50,6,1,0,0,0,RJ,Niterói,27
IN Junior,RioJunior,NaN,50,6,2,0,0,0,RJ,Niterói,27
IN Junior,RioJunior,NaN,50,6,3,0,0,0,RJ,Niterói,27
IN Junior,RioJunior,NaN,50,6,4,0,0,0,RJ,Niterói,27
Zootecnia Consultoria Junior,FEJEPAR,NaN,33,9,1,0,0,0,PR,Maringá,9
Zootecnia Consultoria Junior,FEJEPAR,NaN,33,9,2,0,0,0,PR,Maringá,9
Zootecnia Consultoria Junior,FEJEPAR,NaN,33,9,3,0,0,0,PR,Maringá,9
Zootecnia Consultoria Junior,FEJEPAR,NaN,33,9,4,0,0,0,PR,Maringá,9
Degrau,PB Júnior,13.33,40,23,1,820,3,0,PB,Rio Tinto,16
Degrau,PB Júnior,13.33,40,23,2,0,0,0,PB,Rio Tinto,16
Degrau,PB Júnior,13.33,40,23,3,0,0,0,PB,Rio Tinto,16
Degrau,PB Júnior,13.33,40,23,4,0,0,0,PB,Rio Tinto,16
HidroLógica - Desenvolvimento em Engenharia Hídrica,FEJERS,NaN,0,0,1,0,0,0,RS,Porto Alegre,9
HidroLógica - Desenvolvimento em Engenharia Hídrica,FEJERS,NaN,0,0,2,0,0,0,RS,Porto Alegre,9
HidroLógica - Desenvolvimento em Engenharia Hídrica,FEJERS,NaN,0,0,3,0,0,0,RS,Porto Alegre,9
HidroLógica - Desenvolvimento em Engenharia Hídrica,FEJERS,NaN,0,0,4,0,0,0,RS,Porto Alegre,9
Aliquam Engenharia e Saneamento,FEMTEJ,NaN,0,0,1,0,0,0,MT,Cuiabá,2
Aliquam Engenharia e Saneamento,FEMTEJ,NaN,0,0,2,0,0,0,MT,Cuiabá,2
Aliquam Engenharia e Saneamento,FEMTEJ,NaN,0,0,3,0,0,0,MT,Cuiabá,2
Aliquam Engenharia e Saneamento,FEMTEJ,NaN,0,0,4,0,0,0,MT,Cuiabá,2
Metrus,FEJEMG,34.27,75,10,1,0,0,0,MG,Montes Claros,20
Metrus,FEJEMG,34.27,75,10,2,2541,4,0,MG,Montes Claros,20
Metrus,FEJEMG,34.27,75,10,3,9125,7,0,MG,Montes Claros,20
Metrus,FEJEMG,34.27,75,10,4,0,0,0,MG,Montes Claros,20
JR Consultoria ,FEJEPAR,34,60,25,1,1350,2,0,PR,Curitiba,17
JR Consultoria ,FEJEPAR,34,60,25,2,0,0,0,PR,Curitiba,17
JR Consultoria ,FEJEPAR,34,60,25,3,9134,3,0,PR,Curitiba,17
JR Consultoria ,FEJEPAR,34,60,25,4,14150,2,0,PR,Curitiba,17
Diferencial EJ,FEJEMG,NaN,43,9,1,0,0,0,MG,Ouro Preto,14
Diferencial EJ,FEJEMG,NaN,43,9,2,0,0,0,MG,Ouro Preto,14
Diferencial EJ,FEJEMG,NaN,43,9,3,0,0,0,MG,Ouro Preto,14
Diferencial EJ,FEJEMG,NaN,43,9,4,0,0,0,MG,Ouro Preto,14
EP Consultoria Júnior,FEJEMG,30,50,4,1,0,0,0,MG,,11
EP Consultoria Júnior,FEJEMG,30,50,4,2,0,0,0,MG,,11
EP Consultoria Júnior,FEJEMG,30,50,4,3,1700,1,0,MG,,11
EP Consultoria Júnior,FEJEMG,30,50,4,4,2750,2,0,MG,,11
Terra Fértil Soluções Agrícolas,FEJEMS,2,90,7,1,0,0,0,MS,Dourados,9
Terra Fértil Soluções Agrícolas,FEJEMS,2,90,7,2,0,0,0,MS,Dourados,9
Terra Fértil Soluções Agrícolas,FEJEMS,2,90,7,3,604.8,1,0,MS,Dourados,9
Terra Fértil Soluções Agrícolas,FEJEMS,2,90,7,4,0,0,0,MS,Dourados,9
InfoAlto Empresa Júnior,FEJEMG,40,70,7,1,0,0,0,MG,Rio Paranaíba,16
InfoAlto Empresa Júnior,FEJEMG,40,70,7,2,0,0,0,MG,Rio Paranaíba,16
InfoAlto Empresa Júnior,FEJEMG,40,70,7,3,0,0,0,MG,Rio Paranaíba,16
InfoAlto Empresa Júnior,FEJEMG,40,70,7,4,4215,5,0,MG,Rio Paranaíba,16
Esag Jr.,FEJESC,46,100,82,1,30338.35,3,0,SC,Florianópolis,30
Esag Jr.,FEJESC,46,100,82,2,23000,2,0,SC,Florianópolis,30
Esag Jr.,FEJESC,46,100,82,3,123105,10,0,SC,Florianópolis,30
Esag Jr.,FEJESC,46,100,82,4,0,0,0,SC,Florianópolis,30
ESA JR,UNIJr-BA,21.5,60,10,1,3500,3,0,BA,Salvador,14
ESA JR,UNIJr-BA,21.5,60,10,2,490,1,0,BA,Salvador,14
ESA JR,UNIJr-BA,21.5,60,10,3,500,1,0,BA,Salvador,14
ESA JR,UNIJr-BA,21.5,60,10,4,450,1,0,BA,Salvador,14
A5 Engenharia Júnior ,FEJERO,7.67,75,6,1,1179.9,3,0,RO,,14
A5 Engenharia Júnior ,FEJERO,7.67,75,6,2,0,0,0,RO,,14
A5 Engenharia Júnior ,FEJERO,7.67,75,6,3,0,0,0,RO,,14
A5 Engenharia Júnior ,FEJERO,7.67,75,6,4,0,0,0,RO,,14
Flua Consultoria Ambiental,Concentro,7.33,70,15,1,340,1,0,DF,,13
Flua Consultoria Ambiental,Concentro,7.33,70,15,2,340,1,0,DF,,13
Flua Consultoria Ambiental,Concentro,7.33,70,15,3,3521.1,1,1,DF,,13
Flua Consultoria Ambiental,Concentro,7.33,70,15,4,0,0,0,DF,,13
Psiworks,Maranhão Júnior,NaN,0,0,1,0,0,0,MA,,11
Psiworks,Maranhão Júnior,NaN,0,0,2,0,0,0,MA,,11
Psiworks,Maranhão Júnior,NaN,0,0,3,0,0,0,MA,,11
Psiworks,Maranhão Júnior,NaN,0,0,4,0,0,0,MA,,11
Alphabio- Consultoria e Projetos em Ciências Biológicas,FEJESP,15,40,1,1,0,0,0,SP,,5
Alphabio- Consultoria e Projetos em Ciências Biológicas,FEJESP,15,40,1,2,0,0,0,SP,,5
Alphabio- Consultoria e Projetos em Ciências Biológicas,FEJESP,15,40,1,3,1300,2,1,SP,,5
Alphabio- Consultoria e Projetos em Ciências Biológicas,FEJESP,15,40,1,4,0,0,0,SP,,5
EJEET - Consultoria e Projetos em Engenharia Elétrica,FEJEMG,40.33,60,7,1,0,0,0,MG,,24
EJEET - Consultoria e Projetos em Engenharia Elétrica,FEJEMG,40.33,60,7,2,4575,3,2,MG,,24
EJEET - Consultoria e Projetos em Engenharia Elétrica,FEJEMG,40.33,60,7,3,0,0,0,MG,,24
EJEET - Consultoria e Projetos em Engenharia Elétrica,FEJEMG,40.33,60,7,4,0,0,0,MG,,24
OPUS ENGENHARIA EJ,Maranhão Júnior,NaN,50,10,1,0,0,0,MA,São Luís,21
OPUS ENGENHARIA EJ,Maranhão Júnior,NaN,50,10,2,0,0,0,MA,São Luís,21
OPUS ENGENHARIA EJ,Maranhão Júnior,NaN,50,10,3,0,0,0,MA,São Luís,21
OPUS ENGENHARIA EJ,Maranhão Júnior,NaN,50,10,4,0,0,0,MA,São Luís,21
Engrena Soluções em Engenharia,Concentro,5.11,75,9,1,180,3,0,DF,Brasília,18
Engrena Soluções em Engenharia,Concentro,5.11,75,9,2,60,1,0,DF,Brasília,18
Engrena Soluções em Engenharia,Concentro,5.11,75,9,3,1429.79,4,0,DF,Brasília,18
Engrena Soluções em Engenharia,Concentro,5.11,75,9,4,200,1,0,DF,Brasília,18
Automatiza Júnior ,FEJERS,NaN,56,1,1,0,0,0,RS,,8
Automatiza Júnior ,FEJERS,NaN,56,1,2,0,0,0,RS,,8
Automatiza Júnior ,FEJERS,NaN,56,1,3,0,0,0,RS,,8
Automatiza Júnior ,FEJERS,NaN,56,1,4,0,0,0,RS,,8
ENGAGE Consultoria e Serviços de Engenharia,Concentro,NaN,33,5,1,0,0,0,DF,Brasília,9
ENGAGE Consultoria e Serviços de Engenharia,Concentro,NaN,33,5,2,0,0,0,DF,Brasília,9
ENGAGE Consultoria e Serviços de Engenharia,Concentro,NaN,33,5,3,0,0,0,DF,Brasília,9
ENGAGE Consultoria e Serviços de Engenharia,Concentro,NaN,33,5,4,0,0,0,DF,Brasília,9
Unijus,FEJECE,27.67,50,5,1,690,2,1,CE,Fortaleza,8
Unijus,FEJECE,27.67,50,5,2,350,1,0,CE,Fortaleza,8
Unijus,FEJECE,27.67,50,5,3,0,0,0,CE,Fortaleza,8
Unijus,FEJECE,27.67,50,5,4,0,0,0,CE,Fortaleza,8
Flora Júnior,RioJunior,14,33,7,1,0,0,0,RJ,Seropédica,14
Flora Júnior,RioJunior,14,33,7,2,0,0,0,RJ,Seropédica,14
Flora Júnior,RioJunior,14,33,7,3,980,1,0,RJ,Seropédica,14
Flora Júnior,RioJunior,14,33,7,4,0,0,0,RJ,Seropédica,14
Physis Jr.,FEJESP,NaN,33,10,1,0,0,0,SP,São Carlos,23
Physis Jr.,FEJESP,NaN,33,10,2,0,0,0,SP,São Carlos,23
Physis Jr.,FEJESP,NaN,33,10,3,0,0,0,SP,São Carlos,23
Physis Jr.,FEJESP,NaN,33,10,4,0,0,0,SP,São Carlos,23
ECOFLOR - Consultoria Florestal,Concentro,NaN,80,19,1,0,0,0,DF,Brasília,19
ECOFLOR - Consultoria Florestal,Concentro,NaN,80,19,2,0,0,0,DF,Brasília,19
ECOFLOR - Consultoria Florestal,Concentro,NaN,80,19,3,0,0,0,DF,Brasília,19
ECOFLOR - Consultoria Florestal,Concentro,NaN,80,19,4,0,0,0,DF,Brasília,19
ECoA Química Júnior,Baré Júnior,45,70,5,1,0,0,0,AM,Manaus,6
ECoA Química Júnior,Baré Júnior,45,70,5,2,900,1,0,AM,Manaus,6
ECoA Química Júnior,Baré Júnior,45,70,5,3,0,0,1,AM,Manaus,6
ECoA Química Júnior,Baré Júnior,45,70,5,4,599,3,0,AM,Manaus,6
Prospector Jr - Soluções em geologia e meio ambiente,Pará Júnior,7.5,60,7,1,0,0,0,PA,Marabá,10
Prospector Jr - Soluções em geologia e meio ambiente,Pará Júnior,7.5,60,7,2,1500,2,0,PA,Marabá,10
Prospector Jr - Soluções em geologia e meio ambiente,Pará Júnior,7.5,60,7,3,0,0,0,PA,Marabá,10
Prospector Jr - Soluções em geologia e meio ambiente,Pará Júnior,7.5,60,7,4,0,0,0,PA,Marabá,10
Caroá Design,RN Júnior,26.25,78,36,1,3280,8,0,RN,Natal,11
Caroá Design,RN Júnior,26.25,78,36,2,0,0,0,RN,Natal,11
Caroá Design,RN Júnior,26.25,78,36,3,0,0,0,RN,Natal,11
Caroá Design,RN Júnior,26.25,78,36,4,0,0,0,RN,Natal,11
Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,FEJERS,45,80,3,1,0,0,0,RS,,10
Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,FEJERS,45,80,3,2,0,0,0,RS,,10
Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,FEJERS,45,80,3,3,1813.63,1,0,RS,,10
Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,FEJERS,45,80,3,4,0,0,0,RS,,10
Produtora Júnior,UNIJr-BA,65.31,33,35,1,3700,7,0,BA,Salvador,27
Produtora Júnior,UNIJr-BA,65.31,33,35,2,1800,1,0,BA,Salvador,27
Produtora Júnior,UNIJr-BA,65.31,33,35,3,3780,5,0,BA,Salvador,27
Produtora Júnior,UNIJr-BA,65.31,33,35,4,0,0,0,BA,Salvador,27
Vitalis Consultoria,FEJEA,8,90,2,1,0,0,0,AL,Maceió,9
Vitalis Consultoria,FEJEA,8,90,2,2,0,0,0,AL,Maceió,9
Vitalis Consultoria,FEJEA,8,90,2,3,0,0,0,AL,Maceió,9
Vitalis Consultoria,FEJEA,8,90,2,4,1030,2,0,AL,Maceió,9
Brick - Empresa Junior de Engenharia Civil,FEJEPAR,3,48,13,1,0,0,0,PR,Guarapuava,19
Brick - Empresa Junior de Engenharia Civil,FEJEPAR,3,48,13,2,0,0,0,PR,Guarapuava,19
Brick - Empresa Junior de Engenharia Civil,FEJEPAR,3,48,13,3,2300,7,0,PR,Guarapuava,19
Brick - Empresa Junior de Engenharia Civil,FEJEPAR,3,48,13,4,0,0,0,PR,Guarapuava,19
Produtiva Júnior,RN Júnior,29.86,80,43,1,5440,1,0,RN,Natal,31
Produtiva Júnior,RN Júnior,29.86,80,43,2,49500,12,0,RN,Natal,31
Produtiva Júnior,RN Júnior,29.86,80,43,3,56060,20,0,RN,Natal,31
Produtiva Júnior,RN Júnior,29.86,80,43,4,13520,4,0,RN,Natal,31
CAJ - Consultoria Agropecuária Júnior,FEJEPAR,40,40,17,1,6700,1,0,PR,Umuarama,17
CAJ - Consultoria Agropecuária Júnior,FEJEPAR,40,40,17,2,0,0,0,PR,Umuarama,17
CAJ - Consultoria Agropecuária Júnior,FEJEPAR,40,40,17,3,0,0,0,PR,Umuarama,17
CAJ - Consultoria Agropecuária Júnior,FEJEPAR,40,40,17,4,0,0,0,PR,Umuarama,17
Elo Consultoria,FEJEPAR,62,50,17,1,0,0,0,PR,Londrina,22
Elo Consultoria,FEJEPAR,62,50,17,2,0,0,0,PR,Londrina,22
Elo Consultoria,FEJEPAR,62,50,17,3,334.5,1,0,PR,Londrina,22
Elo Consultoria,FEJEPAR,62,50,17,4,0,0,0,PR,Londrina,22
OTMZA  Assessoria em Engenharia,FEJERS,17,50,19,1,0,0,0,RS,Porto Alegre,17
OTMZA  Assessoria em Engenharia,FEJERS,17,50,19,2,2350,2,0,RS,Porto Alegre,17
OTMZA  Assessoria em Engenharia,FEJERS,17,50,19,3,300,1,0,RS,Porto Alegre,17
OTMZA  Assessoria em Engenharia,FEJERS,17,50,19,4,0,0,0,RS,Porto Alegre,17
Empresa Junior de Administração - EJAD,Maranhão Júnior,22,40,3,1,950,1,0,MA,São Luís,10
Empresa Junior de Administração - EJAD,Maranhão Júnior,22,40,3,2,0,0,0,MA,São Luís,10
Empresa Junior de Administração - EJAD,Maranhão Júnior,22,40,3,3,0,0,0,MA,São Luís,10
Empresa Junior de Administração - EJAD,Maranhão Júnior,22,40,3,4,0,0,0,MA,São Luís,10
Bevilaqua - Escritório Modelo Empresarial,FEJEPE,NaN,85,17,1,0,0,0,PE,Recife,17
Bevilaqua - Escritório Modelo Empresarial,FEJEPE,NaN,85,17,2,0,0,0,PE,Recife,17
Bevilaqua - Escritório Modelo Empresarial,FEJEPE,NaN,85,17,3,0,0,0,PE,Recife,17
Bevilaqua - Escritório Modelo Empresarial,FEJEPE,NaN,85,17,4,0,0,0,PE,Recife,17
Elabora Conteúdo Criativo,PB Júnior,31.8,80,19,1,5830,11,0,PB,João Pessoa,22
Elabora Conteúdo Criativo,PB Júnior,31.8,80,19,2,1850,3,0,PB,João Pessoa,22
Elabora Conteúdo Criativo,PB Júnior,31.8,80,19,3,3330,6,0,PB,João Pessoa,22
Elabora Conteúdo Criativo,PB Júnior,31.8,80,19,4,0,0,0,PB,João Pessoa,22
ESAM Jr,Pará Júnior,23.75,100,2,1,397,2,0,PA,Santarém,13
ESAM Jr,Pará Júnior,23.75,100,2,2,381,2,0,PA,Santarém,13
ESAM Jr,Pará Júnior,23.75,100,2,3,400,4,0,PA,Santarém,13
ESAM Jr,Pará Júnior,23.75,100,2,4,6800,4,0,PA,Santarém,13
Robótica Jr,FEJEMG,55,33,15,1,0,0,0,MG,Lavras,26
Robótica Jr,FEJEMG,55,33,15,2,0,0,0,MG,Lavras,26
Robótica Jr,FEJEMG,55,33,15,3,0,0,0,MG,Lavras,26
Robótica Jr,FEJEMG,55,33,15,4,743.6,1,0,MG,Lavras,26
ProSigma Jr,FEJEA,NaN,33,5,1,0,0,0,AL,Maceió,3
ProSigma Jr,FEJEA,NaN,33,5,2,0,0,0,AL,Maceió,3
ProSigma Jr,FEJEA,NaN,33,5,3,0,0,0,AL,Maceió,3
ProSigma Jr,FEJEA,NaN,33,5,4,0,0,0,AL,Maceió,3
Diferencial Jr,FEJECE,22.67,33,5,1,0,0,0,CE,Fortaleza,22
Diferencial Jr,FEJECE,22.67,33,5,2,0,0,0,CE,Fortaleza,22
Diferencial Jr,FEJECE,22.67,33,5,3,1240,1,1,CE,Fortaleza,22
Diferencial Jr,FEJECE,22.67,33,5,4,4000,2,1,CE,Fortaleza,22
Mult Jr - Consultoria e Projetos,FEJEMG,47,53,5,1,5867.76,1,0,MG,Belo Horizonte,30
Mult Jr - Consultoria e Projetos,FEJEMG,47,53,5,2,4312.88,1,0,MG,Belo Horizonte,30
Mult Jr - Consultoria e Projetos,FEJEMG,47,53,5,3,0,0,0,MG,Belo Horizonte,30
Mult Jr - Consultoria e Projetos,FEJEMG,47,53,5,4,0,0,0,MG,Belo Horizonte,30
AD&M,Concentro,63.3,50,7,1,25456.2,4,0,DF,Brasília,60
AD&M,Concentro,63.3,50,7,2,13620,1,1,DF,Brasília,60
AD&M,Concentro,63.3,50,7,3,18915.35,3,1,DF,Brasília,60
AD&M,Concentro,63.3,50,7,4,11986.24,2,0,DF,Brasília,60
Inovale Jr,FEJECE,30,90,15,1,0,0,0,CE,,18
Inovale Jr,FEJECE,30,90,15,2,1400,2,0,CE,,18
Inovale Jr,FEJECE,30,90,15,3,0,0,0,CE,,18
Inovale Jr,FEJECE,30,90,15,4,1400,2,0,CE,,18
PUC Júnior Consultoria,FEJESP,NaN,33,1,1,0,0,0,SP,São Paulo,27
PUC Júnior Consultoria,FEJESP,NaN,33,1,2,0,0,0,SP,São Paulo,27
